date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:38:48	1827292/1827292	---M--	200	added ('OK')	image/png	etag:%22674ed2bd-1be1dc%22	https://safeonline.global/wp-content/uploads/2023/10/Image-half-circle-trial@4x.png	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/png/image-half-circle-trial@4x.png	(from https://safeonline.global/)
15:38:48	200353/200353	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:51%20GMT	https://safeonline.global/about-us/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-6.html	(from https://safeonline.global/)
15:38:48	5156913/5156913	---M--	200	added ('OK')	image/png	etag:%22674ed2bd-4eb031%22	https://safeonline.global/wp-content/uploads/2023/09/Asset-11-1.png	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/png/asset-11-1.png	(from https://safeonline.global/)
15:38:48	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Dec%202024%2012:38:51%20GMT	https://safeonline.global/weve-rebranded	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/other/weve-rebranded	(from https://safeonline.global/)
15:38:49	181715/181715	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:51%20GMT	https://safeonline.global/donors-and-partners/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-7.html	(from https://safeonline.global/)
15:38:49	9334/9334	---M--	200	added ('OK')	image/png	etag:%22654281bf-2476%22	https://safeonline.global/wp-content/uploads/2023/10/Asset-8.png	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/png/asset-8.png	(from https://safeonline.global/)
15:38:49	8760/8760	---M--	200	added ('OK')	image/png	etag:%22674ed2bd-2238%22	https://safeonline.global/wp-content/uploads/2023/10/Asset-9.png	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/png/asset-9.png	(from https://safeonline.global/)
15:38:50	216416/216416	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:52%20GMT	https://safeonline.global/governance/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-8.html	(from https://safeonline.global/)
15:38:50	189702/189702	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:52%20GMT	https://safeonline.global/the-team/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-9.html	(from https://safeonline.global/)
15:38:50	4849/4849	---M--	200	added ('OK')	image/png	etag:%22674ed2bd-12f1%22	https://safeonline.global/wp-content/uploads/2023/10/Asset-10.png	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/png/asset-10.png	(from https://safeonline.global/)
15:38:50	9226/9226	---M--	200	added ('OK')	image/png	etag:%22674ed2bd-240a%22	https://safeonline.global/wp-content/uploads/2023/10/Networks-and-systems-icon-grey.png	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/png/networks-and-systems-icon-grey.png	(from https://safeonline.global/)
15:38:50	194227/194227	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:53%20GMT	https://safeonline.global/what-we-do/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-10.html	(from https://safeonline.global/)
15:38:51	211763/211763	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:53%20GMT	https://safeonline.global/what-we-do-overview/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-11.html	(from https://safeonline.global/)
15:38:51	192824/192824	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:53%20GMT	https://safeonline.global/issue/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-12.html	(from https://safeonline.global/)
15:38:51	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2023%20Dec%202024%2012:38:53%20GMT	https://safeonline.global/2023-open-call	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/other/2023-open-call	(from https://safeonline.global/)
15:38:52	194066/194066	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:54%20GMT	https://safeonline.global/our-investments/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-13.html	(from https://safeonline.global/)
15:38:52	8463/8463	---M--	200	added ('OK')	image/png	etag:%22674ed2bd-210f%22	https://safeonline.global/wp-content/uploads/2023/10/Research-and-data-icon-white.png	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/png/research-and-data-icon-white.png	(from https://safeonline.global/)
15:38:52	264402/264402	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:55%20GMT	https://safeonline.global/disrupting-harm/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-14.html	(from https://safeonline.global/)
15:38:53	235604/235604	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:55%20GMT	https://safeonline.global/tc-safe-online-research-fund/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-15.html	(from https://safeonline.global/)
15:38:53	211067/211067	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:55%20GMT	https://safeonline.global/stories-from-our-grantees/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-16.html	(from https://safeonline.global/)
15:38:53	6234/6234	---M--	200	added ('OK')	image/png	etag:%22654281bf-185a%22	https://safeonline.global/wp-content/uploads/2023/10/Technology-tools-icon-grey.png	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/png/technology-tools-icon-grey.png	(from https://safeonline.global/)
15:38:53	185004/185004	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:55%20GMT	https://safeonline.global/funding/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-17.html	(from https://safeonline.global/)
15:38:53	46970/46970	---M--	200	added ('OK')	image/png	etag:%22674ed2bd-b77a%22	https://safeonline.global/wp-content/uploads/2023/10/Asset-1-1024x1022.png	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/png/asset-1-1024x1022.png	(from https://safeonline.global/)
15:38:54	14155/14155	---M-Z	200	added ('OK')	text/css	etag:W/%2267547e5f-374b%22	https://safeonline.global/wp-content/plugins/elementor-pro/assets/css/widget-posts.min.css	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/css/widget-posts.min.css	(from https://safeonline.global/)
15:38:54	251712/251712	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:56%20GMT	https://safeonline.global/funding/2024-open-call/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-18.html	(from https://safeonline.global/)
15:38:54	192052/192052	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:56%20GMT	https://safeonline.global/resources/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-20.html	(from https://safeonline.global/)
15:38:54	58968/58968	---M--	200	added ('OK')	image/jpeg	etag:%22676199ae-e658%22	https://safeonline.global/wp-content/uploads/2024/12/Marija-blog-1024x560.jpg	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/jpg/marija-blog-1024x560.jpg	(from https://safeonline.global/)
15:38:54	112431/112431	---M--	200	added ('OK')	image/jpeg	etag:%22674ed2bd-1b72f%22	https://safeonline.global/wp-content/uploads/2024/11/Blog-Card-1-1024x640.jpg	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/jpg/blog-card-1-1024x640.jpg	(from https://safeonline.global/)
15:38:55	198926/198926	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:57%20GMT	https://safeonline.global/news/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-21.html	(from https://safeonline.global/)
15:38:55	425271/425271	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:57%20GMT	https://safeonline.global/grantees-directory/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-19.html	(from https://safeonline.global/)
15:38:55	194898/194898	---M-Z	200	added ('OK')	text/html	date:Mon,%2023%20Dec%202024%2012:38:58%20GMT	https://safeonline.global/events/	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/index-22.html	(from https://safeonline.global/)
15:38:55	126629/126629	---M--	200	added ('OK')	image/jpeg	etag:%22672cee8f-1eea5%22	https://safeonline.global/wp-content/uploads/2024/11/WhatsApp-Image-2024-11-07-at-8.15.05-AM-1024x683.jpeg	C:/My%20Web%20Sites/two%20pages_v2/safeonline.global/jpg/whatsapp-image-2024-11-07-at-8.15.05-am-1024x683.jpg	(from https://safeonline.global/)
